INCIDENT_DATE,INCIDENT_TIME,UOF_NUMBER,OFFICER_ID,OFFICER_GENDER,OFFICER_RACE,OFFICER_HIRE_DATE,OFFICER_YEARS_ON_FORCE,OFFICER_INJURY,OFFICER_INJURY_TYPE,OFFICER_HOSPITALIZATION,SUBJECT_ID,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_INJURY,SUBJECT_INJURY_TYPE,SUBJECT_WAS_ARRESTED,SUBJECT_DESCRIPTION,SUBJECT_OFFENSE,REPORTING_AREA,BEAT,SECTOR,DIVISION,LOCATION_DISTRICT,STREET_NUMBER,STREET_NAME,STREET_DIRECTION,STREET_TYPE,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE,INCIDENT_REASON,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,TYPE_OF_FORCE_USED5,TYPE_OF_FORCE_USED6,TYPE_OF_FORCE_USED7,TYPE_OF_FORCE_USED8,TYPE_OF_FORCE_USED9,TYPE_OF_FORCE_USED10,NUMBER_EC_CYCLES,FORCE_EFFECTIVE
1/22/16,9:30:00 AM," 31691, 31692",7067,Male,Hispanic,7/5/94,22,No,No injuries noted or visible,No,43312,Hispanic,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,4209,447,440,SOUTHWEST,D1,2803,ILLINOIS,W,St.,2803 W ILLINOIS AVE,Dallas,TX,32.720356,-96.865912,Service Call,Danger to self or others,Take Down - Group,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
1/18/16,2:12:00 AM," 31602, 31603, 31604",8751,Male,Black,12/16/05,10,Yes,No injuries noted or visible,No,43239,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Assault/Public Servant, Warrant/Hold",3040,534,530,NORTHWEST,D6,10945,Composite,NULL,Dr.,10945 COMPOSITE DR,Dallas,TX,32.879513,-96.895989,Service Call,Arrest,Held Suspect Down,Verbal Command,Joint Locks,,,,,,,,NULL," Yes, No, Yes"
2/17/16,5:19:00 PM," 35873, 35874, 35875",10513,Male,White,4/10/13,3,No,No injuries noted or visible,No,43721,Black,Male,No,No injuries noted or visible,Yes,None detected,"Evading Arrest, Fail to ID",1180,224,220,NORTHEAST,D7,8300,La Prada,NULL,Dr.,8300 LA PRADA DR,Dallas,TX,32.807994,-96.667908,Suspicious Activity,Other,Verbal Command,BD - Pushed,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
1/30/16,4:00:00 AM," 31889, 31890, 31891",8996,Female,White,11/15/06,9,No,No injuries noted or visible,No,43413,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Fail to ID, Resisting Search and Transport",2165,346,340,SOUTHEAST,D7,2822,Pine,NULL,St.,2822 PINE ST,Dallas,TX,32.760147,-96.756402,Arrest,Other,BD - Grabbed,Taser Display at Person,BD - Grabbed,,,,,,,,NULL," No, Yes, No"
1/22/16,9:30:00 PM," 31705, 31706, 31707, 31708",10878,Female,White,8/13/14,1,No,No injuries noted or visible,No,43321,Hispanic,Female,No,No injuries noted or visible,Yes,Alchohol,"Assault/FV, Resisting Arrest",1139,141,140,CENTRAL,D14,5600,MOCKINGBIRD,E,Ln.,5600 E MOCKINGBIRD LN,Dallas,TX,32.836495,-96.772085,Arrest,Active Aggression,Verbal Command,Verbal Command,Joint Locks,Joint Locks,,,,,,,NULL," No, No, No, No"
1/11/16,2:30:00 PM,31459,10211,Male,Black,6/9/10,6,No,No injuries noted or visible,No,43148,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,4529,215,210,NORTHEAST,D13,5900,MELODY,NULL,Ln.,5900 MELODY LN,Dallas,TX,32.870023,-96.762868,Suspicious Activity,Arrest,Take Down - Body,,,,,,,,,,NULL, Yes
1/15/16,9:52:00 PM," 31550, 31552, 31554",9698,Male,White,12/10/08,7,No,No injuries noted or visible,No,43212,Hispanic,Male,No,No injuries noted or visible,Yes,Marijuana,Robbery,4169,713,710,SOUTH CENTRAL,D4,578,Winters,E,St.,578 WINTERS ST,Dallas,TX,32.733148,-96.815308,Call for Cover,Arrest,Take Down - Arm,Feet/Leg/Knee Strike,Take Down - Head,,,,,,,,NULL," No, Yes, Yes"
2/13/16,10:15:00 AM,32215,7999,Female,Asian,3/14/01,15,No,No injuries noted or visible,No,43653,Black,Male,No,No injuries noted or visible,Yes,None detected,"Assault/FV, Other Felony Arrest",2209,353,350,SOUTHEAST,D8,7700,Antoinette,NULL,St.,7700 ANTOINETTE ST,Dallas,TX,32.714326,-96.689294,Arrest,Arrest,Weapon display at Person,,,,,,,,,,NULL, Yes
2/3/16,8:30:00 PM," 31988, 31989",10327,Male,Black,3/28/12,4,No,No injuries noted or visible,No,43473,Black,Male,No,No injuries noted or visible,Yes,Unknown,Assault/Public Servant,4063,424,420,SOUTHWEST,D6,111,COMMERCE,W,St.,111 W COMMERCE ST,Dallas,TX,32.775095,-96.821913,Arrest,Other,Hand Controlled Escort,Take Down - Body,,,,,,,,,NULL," Yes, Yes"
2/6/16,7:40:00 PM," 32049, 32066",9925,Male,Black,8/19/09,6,No,No injuries noted or visible,No,37224,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Warrant/Hold,2092,152,150,CENTRAL,D7,2900,HICKORY,NULL,St.,2900 HICKORY ST,Dallas,TX,32.778426,-96.775941,Arrest,Arrest,Held Suspect Down,Handcuffing Take Down,,,,,,,,,NULL," Yes, Yes"
2/6/16,6:10:00 PM," 32059, 32060, 32061",10416,Male,White,6/20/12,4,No,No injuries noted or visible,No,43535,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,"Assault/FV, Evading Arrest, Resisting Arrest",4381,745,740,SOUTH CENTRAL,D8,2901,Wheatland,NULL,Rd.,2901 W WHEATLAND RD,Dallas,TX,32.647603,-96.867939,Arrest,Arrest,Verbal Command,Hand Controlled Escort,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
1/22/16,9:15:00 PM," 31703, 31704",8759,Male,White,12/16/05,10,No,No injuries noted or visible,No,43320,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,2061,133,130,CENTRAL,D14,1015,elm,NULL,St.,1015 ELM ST,Dallas,TX,32.780525,-96.803602,Arrest,Danger to self or others,BD - Grabbed,Joint Locks,,,,,,,,,NULL," Yes, Yes"
1/18/16,3:25:00 PM," 32492, 32494, 32495, 32533",10357,Male,White,5/9/12,4,No,No injuries noted or visible,No,43248,Hispanic,Male,Yes,Taser Burn Marks,Yes,Mentally unstable,APOWW,1228,316,310,SOUTHEAST,D5,7011,Redbud,NULL,Dr.,7011 RED BUD DR,Dallas,TX,32.776924,-96.699368,Service Call,Danger to self or others,Verbal Command,Handcuffing Take Down,Held Suspect Down,Taser,,,,,,,1," No, No, Yes, Yes"
1/19/16,8:30:00 PM," 31644, 31645",8610,Male,White,2/9/05,11,No,No injuries noted or visible,No,43276,NULL,Male,No,No injuries noted or visible,No,NULL,No Arrest,2015,121,120,CENTRAL,D14,2305,CENTRAL,N,Expwy.,2305 N CENTRAL EXPY,Dallas,TX,32.799839,-96.793444,Traffic Stop,Weapon Display,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
1/31/16,7:15:00 PM," 31948, 31949",9949,Male,Hispanic,8/19/09,6,No,No injuries noted or visible,No,43451,White,Male,No,No injuries noted or visible,Yes,None detected,Crim Trespass/Bldg/Prop,1024,641,640,NORTH CENTRAL,D13,5734,Brookstown,NULL,Dr.,5734 BROOKSTOWN DR,Dallas,TX,32.910683,-96.809804,Other ( In Narrative),Other,Verbal Command,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
1/13/16,1:00:00 AM," 31491, 31492, 31493",8859,Male,White,6/30/06,10,No,No injuries noted or visible,No,24502,Black,Male,No,No injuries noted or visible,No,Unknown,Evading Arrest,2208,352,350,SOUTHEAST,D8,6161,trailglen,NULL,Dr.,6161 TRAILGLEN DR,Dallas,TX,32.713925,-96.715681,Crime in Progress,Arrest,Verbal Command,Taser,Weapon display at Person,,,,,,,,1," No, No, Yes"
1/23/16,7:31:00 PM,31761,10464,Male,Black,9/26/12,3,No,No injuries noted or visible,No,43335,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,No Arrest,4323,727,720,SOUTH CENTRAL,D4,1423,MONTAGUE,NULL,Ave.,1423 MONTAGUE AVE,Dallas,TX,32.687732,-96.802399,Call for Cover,Danger to self or others,Held Suspect Down,,,,,,,,,,NULL, Yes
2/3/16,3:30:00 PM,32123,10106,Male,Black,1/20/10,6,No,No injuries noted or visible,No,43583,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Drug Possession - Felony,1084,216,210,NORTHEAST,D13,6755,Eastridge,NULL,NULL,6755 EASTRIDGE DR,Dallas,TX,32.867578,-96.75081,Arrest,Arrest,Hand Controlled Escort,,,,,,,,,,NULL, Yes
1/30/16,11:09:00 PM,33099,10905,Male,White,10/22/14,1,No,No injuries noted or visible,No,43435,Hispanic,Male,No,No injuries noted or visible,Yes,NULL,APOWW,1245,325,320,SOUTHEAST,D5,2716,BLANTON,NULL,St.,2716 BLANTON ST,Dallas,TX,32.75731,-96.668659,Service Call,Active Aggression,Taser Display at Person,,,,,,,,,,NULL, Yes
1/22/16,9:30:00 PM," 31694, 31695, 31696, 31697, 31698",10804,Female,Black,5/7/14,2,No,No injuries noted or visible,No,43321,Hispanic,Female,No,No injuries noted or visible,Yes,Alchohol,"Assault/FV, Resisting Arrest",1139,141,140,CENTRAL,D14,5600,mockingbird,E,Ln.,5600 E MOCKINGBIRD LN,Dallas,TX,32.836495,-96.772085,Arrest,Active Aggression,Verbal Command,Verbal Command,Joint Locks,Joint Locks,Hand Controlled Escort,,,,,,NULL," No, No, No, No, Yes"
2/16/16,11:05:00 PM," 32376, 32377, 32378",9643,Male,White,10/29/08,7,No,No injuries noted or visible,No,42293,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect Unarmed,Other Misdemeanor Arrest,6007,614,610,NORTH CENTRAL,D12,18600,MIDWAY,NULL,Rd.,18600 MIDWAY RD,Dallas,TX,33.004626,-96.843339,Traffic Stop,Active Aggression,Verbal Command,Verbal Command,Weapon display at Person,,,,,,,,NULL," No, Yes, Yes"
1/10/16,2:00:00 AM," 31845, 31846",7912,Male,Black,7/7/00,16,No,No injuries noted or visible,No,40441,Hispanic,Female,No,No injuries noted or visible,No,Alchohol,No Arrest,3040,534,530,NORTHWEST,D6,10701,Finnell,NULL,St.,10701 FINNELL ST,Dallas,TX,32.868865,-96.893645,Crowd Control,Active Aggression,Hand/Arm/Elbow Strike,Verbal Command,,,,,,,,,NULL," Yes, No"
2/7/16,4:40:00 AM," 32087, 32088, 32089, 32090, 32091",10585,Male,Hispanic,6/19/13,3,No,No injuries noted or visible,No,43546,Black,Male,Yes,OC Spray Treatment,Yes,Alchohol,"Public Intoxication, Resisting Arrest, Warrant/Hold",1246,326,320,SOUTHEAST,D7,2808,AUGUSTINE,N,Dr.,2808 N SAINT AUGUSTINE DR,Dallas,TX,32.760005,-96.656822,Service Call,Arrest,Verbal Command,BD - Grabbed,BD - Grabbed,BD - Grabbed,OC Spray,,,,,,NULL," No, No, No, No, Yes"
2/14/16,1:16:00 AM," 32234, 32238, 32244, 32246",9376,Female,White,2/20/08,8,No,No injuries noted or visible,No,43661,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Public Intoxication, Assault/Public Servant",9105,136,130,CENTRAL,D1,700,Riverfront,S,Blvd.,700 S RIVERFRONT BLVD,Dallas,TX,32.767959,-96.807952,Arrest,Active Aggression,Verbal Command,Hand/Arm/Elbow Strike,Held Suspect Down,Joint Locks,,,,,,,NULL," No, Yes, Yes, Yes"
2/6/16,6:10:00 PM," 32057, 32058",9649,Male,White,10/29/08,7,Yes,Abrasion/Scrape,No,43535,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Assault/FV, Evading Arrest, Resisting Arrest, Criminal Mischief",4381,745,740,SOUTH CENTRAL,D8,2901,Wheatland,NULL,Rd.,2901 W WHEATLAND RD,Dallas,TX,32.647603,-96.867939,Arrest,Arrest,OC Spray,BD - Tripped,,,,,,,,,NULL," No, Yes"
2/16/16,7:07:00 PM,32334,10522,Male,Black,4/10/13,3,No,No injuries noted or visible,No,17912,Black,Male,No,No injuries noted or visible,Yes,None detected,"Resisting Arrest, Other Felony Arrest, Warrant/Hold",4262,454,450,SOUTHWEST,D4,3287,POLK,S,St.,3287 S POLK ST,Dallas,TX,32.704637,-96.840165,Pedestrian Stop,Detention/Frisk,Take Down - Arm,,,,,,,,,,NULL, Yes
1/8/16,7:02:00 PM," 31387, 31388, 31389",10818,Male,White,5/7/14,2,No,No injuries noted or visible,No,43083,White,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Other Felony Arrest, Assault",2061,133,130,CENTRAL,D14,1400,PACIFIC,NULL,Ave.,1400 PACIFIC AVE,Dallas,TX,32.782059,-96.799965,Arrest,Arrest,Verbal Command,Held Suspect Down,Hand/Arm/Elbow Strike,,,,,,,,NULL," No, Yes, Yes"
1/10/16,1:20:00 AM," 31403, 31404",10656,Male,Black,1/28/15,1,No,No injuries noted or visible,No,43112,White,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1030,252,250,NORTHEAST,D10,12270,Greenville,N,Ave.,12270 GREENVILLE AVE,Dallas,TX,32.915286,-96.744103,Service Call,Danger to self or others,Held Suspect Down,Hand Controlled Escort,,,,,,,,,NULL," Yes, Yes"
2/6/16,6:20:00 PM," 32047, 32048",10400,Male,White,6/20/12,4,No,No injuries noted or visible,No,43531,Black,Female,Yes,"Treated by DFD, Elevated Blood Pressure, Elevated Heart Rate, Hospitalized",Yes,Unknown Drugs,Assault/FV,4310,732,730,SOUTH CENTRAL,D4,4950,WADSWORTH,NULL,Dr.,4950 WADSWORTH DR,Dallas,TX,32.698796,-96.760506,Service Call,Arrest,Verbal Command,Joint Locks,,,,,,,,,NULL," No, Yes"
1/23/16,12:15:00 AM," 31735, 31736, 31737",7886,Male,Black,3/17/00,16,No,No injuries noted or visible,No,0,Hispanic,Male,Yes,No injuries noted or visible,Yes,Alchohol,Public Intoxication,9607,255,250,NORTHEAST,D10,10000,Walnut,NULL,St.,10000 WALNUT ST,Dallas,TX,32.919334,-96.711501,Off-Duty Employment,Active Aggression,Verbal Command,Weapon display at Person,OC Spray,,,,,,,,NULL," No, No, Yes"
2/3/16,6:45:00 PM," 32000, 32001",8672,Male,White,6/29/05,11,Yes,Fatigue,No,43487,NULL,Male,Yes,"Abrasion/Scrape, Laceration/Cut",Yes,Unknown Drugs,"Man/Del/Dangerous Drug, Drug Possession - Felony",1258,227,220,NORTHEAST,D9,11511,Ferguson,NULL,Rd.,11511 FERGUSON RD,Dallas,TX,32.852157,-96.653338,Warrant Execution,Weapon Display,Other Impact Weapon,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
2/4/16,2:00:00 AM," 32020, 32021",10083,Male,Black,1/20/10,6,No,No injuries noted or visible,No,43509,NULL,Male,No,No injuries noted or visible,Yes,None detected,"Manifest/Drug Sales, Warrant/Hold, Drug Possession - Misdemeanor, Other Felony Arrest",3025,534,530,NORTHWEST,D6,2400,FABENS,NULL,Rd.,2400 FABENS RD,Dallas,TX,32.891363,-96.897488,Traffic Stop,Other,Verbal Command,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
1/14/16,8:53:00 AM," 31543, 31544, 31545",6414,Male,White,7/16/90,26,No,No injuries noted or visible,No,43199,White,Male,No,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Arrest, Drug Possession - Misdemeanor",6009,623,620,NORTH CENTRAL,D12,16831,Coit,NULL,Rd.,16831 COIT RD,Dallas,TX,32.984256,-96.768245,Arrest,Arrest,BD - Pushed,Joint Locks,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
1/29/16,1:41:00 PM," 31873, 31874, 31875",9664,Female,White,10/29/08,7,Yes,Abrasion/Scrape,No,43300,Black,Male,Yes,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,2061,133,130,CENTRAL,D14,300,GRIFFIN,N,St.,300 N GRIFFIN ST,Dallas,TX,32.781771,-96.80335,Pedestrian Stop,Arrest,Verbal Command,Hand Controlled Escort,Handcuffing Take Down,,,,,,,,NULL," No, No, Yes"
1/22/16,9:30:00 AM,31693,7427,Male,Hispanic,7/31/96,19,No,No injuries noted or visible,No,43312,Hispanic,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,4209,447,440,SOUTHWEST,D1,2803,ILLINIOS,W,Ave.,2803 W ILLINOIS AVE,Dallas,TX,32.720356,-96.865912,Arrest,Arrest,Take Down - Arm,,,,,,,,,,NULL, Yes
2/13/16,1:00:00 AM,32197,9157,Male,White,6/27/07,9,No,No injuries noted or visible,No,43641,Black,Male,Yes,Abrasion/Scrape,Yes,Mentally unstable,"Other Felony Arrest, Other Misdemeanor Arrest",2403,424,420,SOUTHWEST,D6,111,Commerce,NULL,St.,111 COMMERCE ST,Dallas,TX,32.775464,-96.82022,Arrest,Danger to self or others,Take Down - Arm,,,,,,,,,,NULL, Yes
1/2/16,5:15:00 PM," 31192, 31193, 31194",10171,Male,White,6/9/10,6,No,No injuries noted or visible,No,42995,Black,Male,Yes,Laceration/Cut,No,Unknown,No Arrest,1010,632,630,NORTH CENTRAL,D11,14856,PRESTON,NULL,Rd.,14856 PRESTON RD,Dallas,TX,32.950489,-96.803462,Call for Cover,Danger to self or others,Held Suspect Down,Held Suspect Down,BD - Grabbed,,,,,,,,NULL," Yes, Yes, Yes"
1/5/16,4:00:00 AM," 31261, 31262",10988,Male,White,3/11/15,1,Yes,"Laceration/Cut, Abrasion/Scrape",No,43044,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,"Crim Trespass/Bldg/Prop, Resisting Arrest, Resisting Search and Transport",1003,624,620,NORTH CENTRAL,D12,7622,CAMPBELL,NULL,Rd.,7622 CAMPBELL RD,Dallas,TX,32.978199,-96.770049,Suspicious Activity,Arrest,BD - Grabbed,BD - Pushed,,,,,,,,,NULL," Yes, Yes"
2/14/16,12:58:00 AM," 32249, 32250",8709,Male,Black,9/7/05,10,Yes,No injuries noted or visible,No,0,Hispanic,Male,Yes,"OC Spray Treatment, Redness/Swelling",Yes,Alchohol,Public Intoxication,2061,133,130,CENTRAL,D14,1015,elm,NULL,St.,1015 ELM ST,Dallas,TX,32.780525,-96.803602,Off-Duty Incident,Active Aggression,OC Spray,Hand/Arm/Elbow Strike,,,,,,,,,NULL," Yes, Yes"
2/4/16,11:40:00 AM," 32109, 32110, 32111",8694,Male,White,8/5/05,11,Yes,No injuries noted or visible,Yes,43562,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Assault/Public Servant",8807,435,430,SOUTHWEST,D3,7051,CLARKRIDGE,NULL,Rd.,7051 CLARKRIDGE DR,Dallas,TX,32.664797,-96.946668,Arrest,Arrest,Take Down - Arm,Taser Display at Person,Held Suspect Down,,,,,,,,NULL," Yes, Yes, Yes"
1/11/16,2:30:00 PM,35864,10106,Male,Black,1/20/10,6,No,No injuries noted or visible,No,43148,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,1084,216,210,NORTHEAST,D13,5929,Melody,NULL,Ln.,5929 MELODY LN,Dallas,TX,32.869357,-96.762017,Other ( In Narrative),Active Aggression,Take Down - Arm,,,,,,,,,,NULL, Yes
1/11/16,1:00:00 AM," 31776, 31777",10719,Male,Hispanic,1/29/14,2,No,No injuries noted or visible,No,43123,Black,Male,No,No injuries noted or visible,Yes,Alchohol,"DWI, Resisting Search and Transport",3101,541,540,NORTHWEST,D2,5200,Harry Hines,NULL,NULL,5200 HARRY HINES BLVD,Dallas,TX,32.811768,-96.836942,Warrant Execution,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
1/13/16,12:50:00 AM," 31479, 31480, 31481, 31482, 31483",9157,Male,White,6/27/07,9,Yes,Sprain/Strain,No,43160,Hispanic,Male,Yes,"Abrasion/Scrape, Non-Visible Injury/Pain",Yes,FD-Unknown if Armed,"Resisting Search and Transport, Warrant/Hold",1022,644,640,NORTH CENTRAL,D11,13750,MAHAM,NULL,Rd.,13750 MAHAM RD,Dallas,TX,32.93566,-96.761183,Suspicious Activity,Detention/Frisk,Verbal Command,Hand Controlled Escort,Held Suspect Down,BD - Grabbed,Held Suspect Down,,,,,,NULL," No, Yes, Yes, Yes, Yes"
2/7/16,5:03:00 PM," 32721, 32836",10969,Male,White,1/28/15,1,No,No injuries noted or visible,No,43911,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,2215,351,350,SOUTHEAST,D8,212,Jim Miller,S,Rd.,212 S JIM MILLER RD,Dallas,TX,32.711497,-96.700028,Service Call,Arrest,Verbal Command,Hand Controlled Escort,,,,,,,,,NULL," No, Yes"
1/8/16,9:00:00 AM," 31453, 31454",7482,Male,Hispanic,1/3/97,19,No,No injuries noted or visible,No,43139,Hispanic,Female,No,No injuries noted or visible,Yes,NULL,"Warrant/Hold, Resisting Arrest",4099,411,410,SOUTHWEST,D1,505,6th,E,NULL,505 E 6TH ST,Dallas,TX,32.75379,-96.817354,Arrest,Other,BD - Grabbed,Take Down - Arm,,,,,,,,,NULL," No, Yes"
2/8/16,2:36:00 AM," 32098, 32099, 32412",10630,Male,White,8/14/13,2,No,No injuries noted or visible,No,21269,White,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Evading Arrest, Other Felony Arrest",3116,546,540,NORTHWEST,D14,3400,REAGAN,NULL,St.,3400 REAGAN ST,Dallas,TX,32.812335,-96.807276,Crime in Progress,Arrest,Weapon display at Person,Taser Display at Person,Taser,,,,,,,,1," No, No, Yes"
3/20/16,5:32:00 AM," 33252, 33253",9474,Male,Hispanic,5/28/08,8,No,No injuries noted or visible,No,44240,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,APOWW,1181,146,140,CENTRAL,D2,2315,Moser,NULL,Ave.,2315 MOSER AVE,Dallas,TX,32.813419,-96.778742,Service Call,Arrest,Verbal Command,BD - Grabbed,,,,,,,,,NULL," No, Yes"
2/15/16,3:00:00 PM,32300,9454,Male,White,5/14/08,8,No,No injuries noted or visible,No,43684,Hispanic,Male,Yes,Bruise,Yes,FD-Suspect w/ Other Weapon,APOWW,2087,135,130,CENTRAL,D2,1500,Marilla,NULL,St.,1500 MARILLA ST,Dallas,TX,32.776552,-96.797549,Call for Cover,Danger to self or others,Other Impact Weapon,,,,,,,,,,NULL, No
1/8/16,6:20:00 PM,31325,9138,Male,White,5/30/07,9,No,No injuries noted or visible,No,43086,White,Male,No,No injuries noted or visible,No,Unknown,No Arrest,1177,223,220,NORTHEAST,D7,2600,Ripplewood,NULL,Dr.,2600 RIPPLEWOOD DR,Dallas,TX,32.812492,-96.696592,Service Call,Detention/Frisk,Take Down - Arm,,,,,,,,,,NULL, Yes
1/31/16,11:40:00 PM," 31926, 31929",9571,Male,White,8/20/08,7,Yes,Abrasion/Scrape,No,43438,Hispanic,Male,Yes,"OC Spray Treatment, Redness/Swelling, Abrasion/Scrape",Yes,Alchohol,Assault/Public Servant,4136,442,440,SOUTHWEST,D1,2539,Brooklyn,W,Ave.,2539 W BROOKLYN AVE,Dallas,TX,32.739169,-96.860706,Arrest,Detention/Frisk,OC Spray,Take Down - Arm,,,,,,,,,NULL," Yes, Yes"
1/19/16,1:30:00 PM,31637,9638,Male,White,10/15/08,7,No,No injuries noted or visible,No,0,Hispanic,Female,No,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,4054,425,420,SOUTHWEST,D6,5600,BERNAL,NULL,Dr.,5600 BERNAL DR,Dallas,TX,32.775593,-96.911519,Service Call,Detention/Frisk,Weapon display at Person,,,,,,,,,,NULL, Yes
2/13/16,6:09:00 PM," 32408, 32410, 32411",10713,Male,Black,11/6/13,2,No,No injuries noted or visible,No,43744,Black,Female,Yes,Puncture,No,Mentally unstable,No Arrest,2211,338,330,SOUTHEAST,D5,126,Buttercup,NULL,Ln.,126 BUTTERCUP LN,Dallas,TX,32.7135,-96.661932,Call for Cover,Danger to self or others,Verbal Command,Taser,Take Down - Arm,,,,,,,,1," No, No, Yes"
1/24/16,9:30:00 PM," 32014, 32015, 32303",10693,Male,Hispanic,11/6/13,2,No,No injuries noted or visible,No,43368,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,"DUI, Other Misdemeanor Arrest",1253,333,330,SOUTHEAST,D5,1700,BUCKNER,S,Blvd.,1700 S BUCKNER BLVD,Dallas,TX,32.742216,-96.682816,Service Call,Arrest,Joint Locks,Verbal Command,Held Suspect Down,,,,,,,,NULL," Yes, No, Yes"
1/17/16,3:11:00 AM," 31587, 31588",10933,Male,White,12/3/14,1,No,No injuries noted or visible,No,43232,White,Male,No,Injured prior to contact,Yes,Alchohol and unknown drugs,APOWW,6062,357,350,SOUTHEAST,D8,14311,Skyfrost,NULL,Dr.,14311 SKYFROST DR,Dallas,TX,32.686159,-96.574419,Arrest,Danger to self or others,Taser Display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
1/10/16,4:50:00 PM," 32318, 32319",10357,Male,White,5/9/12,4,No,No injuries noted or visible,No,43119,White,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1216,317,310,SOUTHEAST,D7,6816,Hawks Nest,NULL,Ct.,6816 HAWKS NEST CT,Dallas,TX,32.779368,-96.701301,Service Call,Other,Verbal Command,Handcuffing Take Down,,,,,,,,,NULL," No, Yes"
1/11/16,3:30:00 PM,31572,5672,Male,White,6/25/87,29,No,No injuries noted or visible,No,0,Hispanic,Male,No,No injuries noted or visible,Yes,NULL,Other Misdemeanor Arrest,4522,644,640,NORTH CENTRAL,D11,13600,Goldmark,NULL,Dr.,13600 GOLDMARK DR,Dallas,TX,32.935189,-96.755786,Service Call,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
2/1/16,2:00:00 PM,31957,9538,Male,Hispanic,7/9/08,8,No,No injuries noted or visible,No,43454,Black,Male,No,Bruise,Yes,Mentally unstable,"Drug Possession - Felony, Warrant/Hold, Assault/Public Servant",2403,424,420,SOUTHWEST,D6,111,Commerce,NULL,St.,111 COMMERCE ST,Dallas,TX,32.775464,-96.82022,Arrest,Danger to self or others,Pressure Points,,,,,,,,,,NULL, No
1/8/16,7:02:00 PM," 31321, 31322",9900,Male,Asian,7/8/09,7,No,No injuries noted or visible,No,43083,White,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Other Felony Arrest, Evading Arrest, Drug Possession - Felony",2061,133,130,CENTRAL,D14,1400,PACIFIC,NULL,Ave.,1400 PACIFIC AVE,Dallas,TX,32.782059,-96.799965,Service Call,Arrest,Taser Display at Person,Held Suspect Down,,,,,,,,,NULL," No, Yes"
2/3/16,6:45:00 PM," 31997, 31998",5882,Male,White,9/30/88,27,No,No injuries noted or visible,No,43484,Hispanic,Female,No,None,Yes,Unknown,Warrant/Hold,1229,322,320,SOUTHEAST,D7,3921,Buckner,S,Blvd.,3921 S BUCKNER BLVD,Dallas,TX,32.771925,-96.682786,Arrest,Weapon Display,Verbal Command,Weapon display at Person,,,,,,,,,NULL," No, Yes"
